,0
0,"Prostate stromal and epithelial cell communication is important in prostate functioning and cancer development. Primary human stromal cells from normal prostate stromal cells (PRSC) maintain a smooth muscle phenotype, whereas those from prostate cancer (6S) display reactive and fibroblastic characteristics. Dihydrotestosterone (DHT) stimulates insulin-like growth factor-I (IGF-I) production by 6S but not PSRC cells. Effects of reactive versus normal stroma on normal human prostate epithelial (NPE or PREC) cells are poorly understood. We co-cultured NPE plus 6S or PRSC cells to compare influences of different stromal cells on normal epithelium. Because NPE and PREC cells lose androgen receptor (AR) expression in culture, DHT effects must be modulated by associated stromal cells. When treated with camptothecin (CM), NPE cells, alone and in stromal co-cultures, displayed a dose-dependent increase in DNA fragmentation. NPE/6S co-cultures exhibited reduced CM-induced cell death with exposure to DHT, whereas NPE/PRSC co-cultures exhibited CM-induced cell death regardless of DHT treatment. DHT blocked CM-induced, IGF-I-mediated, NPE death in co-cultured NPE/6S cells without, but not with, added anti-IGF-I and anti-IGF-R antibodies. Lycopene consumption is inversely related to human prostate cancer risk and inhibits IGF-I and androgen signaling in rat prostate cancer. In this study, lycopene, in dietary concentrations, reversed DHT effects of 6S cells on NPE cell death, decreased 6S cell IGF-I production by reducing AR and beta-catenin nuclear localization and inhibited IGF-I-stimulated NPE and PREC growth, perhaps by attenuating IGF-I's effects on serine phosphorylation of Akt and GSK3beta and tyrosine phosphorylation of GSK3. This study expands the understanding of the preventive mechanisms of lycopene in prostate cancer."
0,"The aim of this study was to investigate the possible protective role of lycopene on adriamycin (ADR)-induced heart and kidney toxicity using biochemical and histopathological approaches. Rats were randomly divided into four groups. The first group received no medication and was regarded as the control group; the second group was injected with a single dose of ADR; the third group was treated with lycopene for 10 days before ADR injection and the last group was treated with lycopene for 2 days before and for 3 days after the administration of a single dose of ADR. ADR (10mg/kg) was intraperitoneally (i.p.) injected as a single dose and lycopene (4 mg/kg) was administered in corn oil by gavage. The levels of malondialdehyde (MDA) and reduced glutathione (GSH) in both the heart and kidneys were higher in the group treated with ADR alone than in the control group, and were lower in the groups administered with lycopene than in the ADR alone group. Although the activity of catalase (CAT) in the heart was higher in the ADR alone group than in the control group, it was lower in the kidneys. In particular, treatment with lycopene post-injection normalized both cardiac and kidney CAT activities. In heart and kidney tissues, glutathione peroxidase (GSH-Px) activities were not significantly different between all groups. Significant increases in the levels of plasma creatinine and urea were observed in the ADR group when compared to the control group, and these increases were normalized by lycopene treatment. Cardiac and renal histopathological changes were observed in the ADR group as compared to the control group. In contrast, these histopathological changes appeared nearly normal in the groups treated with lycopene pre- and post-injection. In conclusion, this study clearly indicated that ADR treatment markedly impaired cardiac and renal function and that treatment with lycopene might prevent this toxicity in rats."
0,"Tomato and its major antioxidant component lycopene have recently been focused as important antioxidant nutrients because of their ability to reduce reactive oxygen species and to provide health benefits. Most of the studies were undertaken to determine the usefulness of lycopene against cancer and cardiovascular diseases. Epidemiological studies, however, yielded conflicting results. This study was undertaken to compare cardioprotective abilities of tomato juice and lycopene. Rats were gavaged either tomato juice or lycopene for 3 weeks. At the end of 3 weeks, isolated hearts were subjected to 30 min ischemia followed by 2 h of reperfusion. Both tomato juice and lycopene reduced the extent of lipid peroxidation; but only tomato juice, but not lycopene, improved post-ischemic ventricular function, and reduced myocardial infarct size and cardiomyocyte apoptosis. The results indicated for the first time that tomato juice, but not lycopene, possesses cardioprotective ability."
0,"Free radicals are chemicals that play roles in the etio-pathogenesis of ischaemia-reperfusion injury. Various antioxidants have been used in an attempt to mitigate the damage induced by these chemicals. In the present study, the antioxidative effects of grape seed extract (proanthocyanidin), tomato extract (lycopene), and vitamin C (ascorbic acid) on a composite re-established-flow inferior epigastric artery based rectus abdominis muscle-skin flap model on which experimental ischaemia was induced were investigated. The rats have been administered antioxidants for 2 weeks prior to the surgery and for 2 more weeks thereafter. Macroscopic, histopathological, and biochemical analyses were carried out at the decision of the experiment. It was found that flap skin island necrosis was significantly reduced in the proanthocyanidin, lycopene, vitamin C groups (p < 0.001). Statistical analyses showed significant decreases in inflammation, oedema, congestion, and granulation tissue in the proanthocyanidin and lycopene groups compared to the vitamin C and control groups (p < 0.001). When the viability rates of fat and muscle tissues were examined, significant improvements were found in the proanthocyanidin and lycopene groups in comparison to the other groups (p < 0.001). Serum antioxidant capacity measurements revealed significant differences in the lycopene group compared to all other groups (p < 0.001). It is concluded that lycopene and proanthocyanidin are protective antioxidants in rat composite muscle-skin flap ischaemia-reperfusion models."
0,"We investigated the preventive effect of lycopene on nonalcoholic steatohepatitis-induced by high-fat diet in rats. Forty male Sprague-Dawley rats were divided into 4 groups. They were fed standard diet, high-fat diet (HFD), high-fat diet plus lycopene at a dose of 2 mg/kg body weight and the high-fat diet lycopene at a dose of 4 mg/kg BW for a period of 6 weeks. Inflammation, steatosis, α-smooth muscle actin (α-SMA), and cytochrome P450 2E1 (CYP 2E1) expression increased significantly in the rats fed HFD and decreased in the rats administered by lycopene. Significantly elevated levels of serum alanine aminotransferase (ALT), aspartate aminotransferase (AST), tumor necrosis factor (TNF α), and serum and liver malondialdehyde (MDA) were observed in rats fed the high-fat diet as compared to the control rats (P < .01). Supplementation with lycopene lowered serum MDA and tumor necrosis factor (TNF-α) levels and elevated liver GSH level (P < .001). Insulin resistance was higher in the rats fed HFD than in rats supplemented with lycopene. The data indicate that supplementation with lycopene can reduce high-fat diet-induced oxidative stress to the cells."
0,"The protective effect of tomato extract and lycopene on acute doxorubicin (DOX) myocardial toxicity was evaluated in mice. DOX toxicity, induced by a single intraperitoneal injection (15 mg/kg), was revealed by an elevated serum CPK(MB) and histopathological observations. Tomato extract (1.2 and 2.4 g/kg, i.p.) and lycopene (1.7 and 3.5 mg/kg, i.p.) prevented the rise in serum CPK(MB) and ameliorated cardiac cell injury. These results suggest that tomato extract and lycopene inhibit DOX cardiotoxicity and might serve as a novel combination chemotherapeutic agent with DOX to limit free radical-mediated organ injury."
0,"Doxorubicin is a highly active antineoplastic agent, but its clinical use is limited because of its cardiotoxicity. Although nutraceuticals endowed with anti-inflammatory properties exert cardioprotective activity, their bioavailability and stability are inconsistent. In an attempt to address this issue, we evaluated whether bioavailable nanoemulsions loaded with nutraceuticals (curcumin and fresh and dry tomato extracts rich in lycopene) protect cardiomyoblasts (H9C2 cells) from doxorubicin-induced toxicity. Nanoemulsions were produced with a high-pressure homogenizer. H9C2 cells were incubated with nanoemulsions loaded with different nutraceuticals alone or in combination with doxorubicin. Cell viability was evaluated with a modified MTT method. The levels of the lipid peroxidation products malondialdehyde (MDA) and 4-hydroxy-2-butanone (4-HNA), and of the cardiotoxic-related interleukins IL-6, IL-8, IL-1β and IL-10, tumor necrosis factor-alpha (TNF-α), and nitric oxide were analyzed in cardiomyoblasts. The hydrodynamic size of nanoemulsions was around 100 nm. Cell viability enhancement was 35⁻40% higher in cardiomyoblasts treated with nanoemulsion + doxorubicin than in cardiomyoblasts treated with doxorubicin alone. Nanoemulsions also protected against oxidative stress as witnessed by a reduction of MDA and 4-HNA. Notably, nanoemulsions inhibited the release of IL-6, IL-8, IL-1β, TNF-α and nitric oxide by around 35⁻40% and increased IL-10 production by 25⁻27% versus cells not treated with emulsions. Of the nutraceuticals evaluated, lycopene-rich nanoemulsions had the best cardioprotective profile. In conclusion, nanoemulsions loaded with the nutraceuticals described herein protect against cardiotoxicity, by reducing inflammation and lipid oxidative stress. These results set the stage for studies in preclinical models."
0,"Metabolic engineering of mammalian cells has to-date focused primarily on biopharmaceutical protein production or the manipulation of native metabolic processes towards therapeutic aims. However, significant potential exists for expanding these techniques to diverse applications by looking across the taxonomic tree to bioactive metabolites not synthesized in animals. Namely, cross-taxa metabolic engineering of mammalian cells could offer value in applications ranging fromfood and nutrition to regenerative medicine and gene therapy. Towards the former, recent advances in meat production through cell culture suggest the potential to produce meat with fine cellular control, where tuning composition through cross-taxa metabolic engineering could enhance nutrition and food-functionality. Here we demonstrate this possibility by engineering primary bovine and immortalized murine muscle cells with prokaryotic enzymes to endogenously produce the antioxidant carotenoids phytoene, lycopene and β-carotene. These phytonutrients offer general nutritive value and protective effects against diseases associated with red and processed meat consumption, and so offer a promising proof-of-concept for nutritional engineering in cultured meat. We demonstrate the phenotypic integrity of engineered cells, the ability to tune carotenoid yields, and the antioxidant functionality of these compounds in vitro towards both nutrition and food-quality objectives. Our results demonstrate the potential for tailoring the nutritional profile of cultured meats. They further lay a foundation for heterologous metabolic engineering of mammalian cells for applications outside of the clinical realm."
0,"The present study determined if acute exercise increased free radical formation in human skeletal muscle. Vastus lateralis biopsies were obtained in a randomized balanced order from six males at rest and following single-leg knee extensor exercise performed for 2 min at 50% of maximal work rate (WR(MAX)) and 3 min at 100% WR(MAX). EPR spectroscopy revealed an exercise-induced increase in mitochondrial ubisemiquinone (UQ*-) [0.167 +/- 0.055 vs. rest: 0.106 +/- 0.047 arbitrary units (AU)/g total protein (TP), P < 0.05] and alpha-phenyl-tert-butylnitrone-adducts (112 +/- 41 vs. rest: 29 +/- 9 AU/mg tissue mass, P < 0.05). Intramuscular lipid hydroperoxides also increased (0.320 +/- 0.263 vs. rest: 0.148 +/- 0.071 nmol/mg TP, P < 0.05) despite an uptake of alpha-tocopherol, alpha-carotene and beta-carotene. There were no relationships between mitochondrial volume density and any biomarkers of oxidative stress. These findings provide the first direct evidence for intramuscular free radical accumulation and lipid peroxidation following acute exercise in humans."
0,"Platelet-derived growth factor (PDGF) is a potent stimulator of growth and motility of vascular smooth muscle cells (VSMCs). Abnormalities of PDGF/PDGF receptor (PDGFR) are thought to contribute to vascular diseases and malignancy. We previously showed that a carotenoid, lycopene, can directly bind to PDGF and affect its related functions in VSMCs. In this study we examined the effect of the other naturally occurring carotenoid, lutein, on PDGF signaling and migration in VSMCs."
1,Western blotting was performed to examine PDGF and H₂O₂ signaling. Flowcytometry was used to determine PDGF binding to VSMCs. Fluorescence microscopy was performed to examine intracellular ROS production. Modified Boyden chamber system (Transwell apparatus) was used for migration assay.
2,"Lutein reduced PDGF signaling, including phosphorylation of PDGFR-β and its downstream protein kinases/enzymes such as phospholipase C-γ, Akt, and mitogen-activated protein kinases (MAPKs). Although lutein possesses a similar structure to lycopene, it was striking that lutein inhibited PDGF signaling through a different way from lycopene in VSMCs. Unlike lycopene, lutein not only interacted with (bound to) PDGF but also interfered with cellular components. This was evidenced that preincubation of PDGF with lutein and treatment of VSMCs with lutein followed by removing of lutein compromised PDGF-induced signaling. Lutein reduced PDGF-induced intracellular reactive oxygen species (ROS) production and attenuated ROS- (H₂O₂-) induced ERK1/2 and p38 MAPK activation. A further analysis indicated lutein could inhibit a higher concentration of H₂O₂-induced PDGFR signaling, which is known to act through an oxidative inhibition of protein tyrosine phosphatase. Finally, we showed that lutein functionally inhibited PDGF-induced VSMC migration, whereas its stereo-isomer zeaxanthin did not, revealing a special action of lutein on VSMCs."
3,Our study reveals a differential action mechanism of lutein from other reported caroteinoids and suggests a possible beneficial effect of lutein but not zeaxanthin on prevention of vascular diseases.
0,"Mitochondrial free radical formation has been implicated as a potential mechanism underlying degenerative senescence, although human data are lacking. Therefore, the present study was designed to examine if resting and exercise-induced intramuscular free radical-mediated lipid peroxidation is indeed increased across the spectrum of sedentary aging. Biopsies were obtained from the vastus lateralis in six young (26 + or - 6 yr) and six aged (71 + or - 6 yr) sedentary males at rest and after maximal knee extensor exercise. Aged tissue exhibited greater (P < 0.05 vs. the young group) electron paramagnetic resonance signal intensity of the mitochondrial ubisemiquinone radical both at rest (+138 + or - 62%) and during exercise (+143 + or - 40%), and this was further complemented by a greater increase in alpha-phenyl-tert-butylnitrone adducts identified as a combination of lipid-derived alkoxyl-alkyl radicals (+295 + or - 96% and +298 + or - 120%). Lipid hydroperoxides were also elevated at rest (0.190 + or - 0.169 vs. 0.148 + or - 0.071 nmol/mg total protein) and during exercise (0.567 + or - 0.259 vs. 0.320 + or - 0.263 nmol/mg total protein) despite a more marked depletion of ascorbate and uptake of alpha/beta-carotene, retinol, and lycopene (P < 0.05 vs. the young group). The impact of senescence was especially apparent when oxidative stress biomarkers were expressed relative to the age-related decline in mitochondrial volume density and absolute power output at maximal exercise. In conclusion, these findings confirm that intramuscular free radical-mediated lipid peroxidation is elevated at rest and during acute exercise in aged humans."
0,"Doxorubicin (DOX) is an efficient chemotherapeutic agent used against several types of tumors; however, its use is limited due to severe cardiotoxicity. Since it is accepted that reactive oxygen species are involved in DOX-induced cardiotoxicity, antioxidant agents have been used to attenuate its side effects. To determine tomato-oleoresin protection against cardiac oxidative DNA damage induced by DOX, we distributed Wistar male rats in control (C), lycopene (L), DOX (D) and DOX+lycopene (DL) groups. They received corn oil (C, D) or tomato-oleoresin (5mg/kg body wt. day) (L, DL) by gavage for a 7-week period. They also received saline (C, L) or DOX (4mg/kg body wt.) (D, DL) intraperitoneally at the 3rd, 4th, 5th, and at 6th week. Lycopene absorption was checked by HPLC. Cardiac oxidative DNA damage was evaluated by the alkaline Comet assay using formamidopyrimidine-DNA glycosylase (FPG) and endonuclease III (endo III). Cardiomyocyte levels of SBs, SBs FPG and SBs Endo III were higher in rats from D when compared to other groups. DNA damage levels in cardiomyocytes from DL were not different when compared to C and L groups. The viability of cardiomyocytes from D or DL was lower than C or L groups (p<0.01). Lycopene levels (mean+/-S.D.nmol/kg) in saponified hearts were similar between L (47.43+/-11.78) and DL (49.85+/-16.24) groups. Our results showed: (1) lycopene absorption was confirmed by its cardiac levels; (2) DOX-induced oxidative DNA damage in cardiomyocyte; (3) tomato-oleoresin supplementation protected against cardiomyocyte oxidative DNA damage."
0,Cross-sectional cohort study of elderly people.
1,"The relationships of osteophyte formation on plain lumbar radiographs with serum levels of antioxidants (carotenoids, vitamin A, vitamin E) and other factors were investigated to examine whether antioxidants are involved in lumbar spine degeneration."
2,"Antioxidants have inhibitory effects on the onset of many diseases. However, the association of lumbar osteophyte formation with antioxidant levels in the general population has not been investigated."
3,"The subjects were 286 people (103 men and 183 women; mean age = 68 years) who underwent resident health screening. Osteophyte formation on lumbar lateral radiographs (Nathan classification), lumbar lordosis angles, sacral inclination angles, serum levels of antioxidants, triglyceride levels, body mass index, osteoporosis, back muscle strength, history of alcohol intake, and smoking history were studied in these subjects."
4,"Lumbar osteophyte formation was detected in 48 subjects (17%). Osteophyte formation was significantly more common in elderly persons, men, and subjects with a history of alcohol intake; and had a significant correlation with sacral inclination angle. The levels of α-tocopherol, β-tocopherol, zeaxanthin/lutein, cryptoxanthin, lycopene, α-carotene, and β-carotene were significantly lower in subjects with osteophytes. Logistic regression analysis adjusted for all factors showed that a higher age (odds ratio [OR] = 1.1, 95% confidence interval [CI] = 1.02-1.16; P = 0.02) and a low β-carotene level (OR = 6.7, 95% CI = 1.39-32.6; P = 0.02) were risk factors for osteophyte formation."
5,"The serum levels of carotenoids and vitamin E were significantly lower in subjects with lumbar osteophyte formation, and a low β-carotene level was the strongest risk factor for lumbar osteophytes. This is the first evidence of an association between carotenoids and lumbar osteophyte formation. This finding suggests that appropriate dietary intake of antioxidants is important for inhibition of lumbar spine degeneration in a rapidly aging society."
0,"Considering the importance of inflammation on obesity-related disorders pathogenesis, including cardiac dysfunction, the interest in natural anti-inflammatory therapeutic strategies has emerged. The lycopene is a carotenoid presents in tomato and red fruits that displays anti-inflammatory properties. In this sense, we will evaluate the anti-inflamma- tory effect of tomato-oleoresin supplementation on obesity- related cardiac dysfunction by modulating myocardial calcium kinetic."
1,"Male Wistar rats were initially randomized into 2 experimental groups: (Control, n= 20) or high sugar- fat diet (HSF, n=20) for 20 weeks. At week 20<sup>th</sup>, once detected the cardiac dysfunction (cardiac remodeling, systolic and diastolic dysfunction) by echocardiography in HSF group, animals were randomly divided to begin the treatment with tomato-oleoresin, performing 4 groups: Control (n= 10); Control + tomato tomato-oleoresin supplementation (Control + Ly, n= 10); HSF (n= 10) or HSF + tomato tomato-oleoresin supplementation (HSF + Ly, n= 10). Tomato oleoresin was mixed with maize oil equivalent to 10mg lycopene/kg body weight (BW) per day and given orally, by gavage, every morning for a 10-week period. It was analyzed cardiac inflammatory parameters by the enzyme-linked immunosorbent assay (ELISA) and in vivo (echocardiography) and in vitro (studying isolated papillary muscles from the left ventricle) cardiac function. The groups were compared by Two-Way analysis of variance (ANOVA)."
2,"The HSF diet induced cardiac dysfunction (FS(%) C: 60.4±1.3; C+Ly: 60.9±1.3; HSF: 51.7±1.3; HSF+Ly: 59.4±1.4) and inflammation (TNF-α: C:1.88±0.41; C+Ly: 1.93±1.01; HSF: 4.58±1.99; HSF+Ly: 2.03±0.55; IL-6: C:0.58±0.16; C+Ly: 0.40±0.16; HSF: 2.00±0.45; HSF+Ly: 0.53±0.26; MCP-1: C:0.31±0.08; C+Ly: 0.43±0.22; HSF: 1.54±0.32; HSF+Ly: 0.50±0.16). Tomato-oleoresin supplementation improved cardiac remodeling and dysfunction, cardiac inflammation and myocardial calcium kinetic."
3,the anti-inflammatory effect of tomato-oleoresin supplementation treated the obesity-induced cardiac dysfunction by modulating myocardial calcium handling.
0,"Lycopene, a carotenoid rich in tomato fruit (ripe), is an effective antioxidant and free radical scavenger. In this study n-hexane extract of tomato was evaluated for its protective action against oxidative stress in experimental myocardial infarction induced by administration of adrenaline in rats. Adrenaline produced significant elevation of malondialdehyde content of heart, an indicator of lipid peroxidation, with a significant rise in serum aspartate aminotransferase (AST) level and different grades of necrotic changes in myocardium. Rats were treated with two doses of n-hexane extract of tomato, intragastrically daily for one month prior to administration of adrenaline on the 31st and 32nd day. Pretreatment of tomato extract (1 mg/kg, 2 mg/kg) and vitamin E (50 mg/kg) significantly reduced the malondialdehyde concentration in heart and significantly lowered the serum AST level in adrenaline treated rats. Myocardial necrosis was significantly prevented by pretreatment. These results suggest that n-hexane extract of tomato possesses antioxidative property that may protect heart against catecholamine induced myocardial infarction."
0,"The aim of this present work is to describe the nature and extent of fibrosis within muscle and to correlate this with the mouth opening (MO) in OSE patients and to prove our results in improvement of mouth opening in patients with OSMF with use of ""muscle relaxants"" along with other modalities of treatment . The study was conducted on 40 patients who visited our outpatient department with grade 3 (<19 mm) mouth opening. 20 of these patients underwent the routine treatment protocol of weekly injection of hyaluronidase with hydrocortisone and antioxidant capsules with added lycopene for 1 month. The remaining test subjects in addition to the routine injections and antioxidants were given skeletal muscle relaxants like thiocolchicoside or chlorzoxazone. The mouth opening (interincisal distance of maxillary and mandibular incisors at maximum possible mouth opening) was measured and graded as follows: grade 1 (>40 mm), grade 2 (20-39 mm) and grade 3 (<19 mm) with the help of vernier callipers after the study period of 1 month. 17 out of the 20 test patients who received muscle relaxants in addition to the routine protocol showed marked improvement with shift from grade 3 (<19 mm) to grade 1 (>40 mm) i.e. a greater than 20 mm improvement in mouth opening. Using muscle relaxants as a adjuvant therapy in the routine protocol of treatment of oral submucosal fibrosis will not only cater and halt the problem of fibrosis but also will take care of the muscle spasm and inflammation which also inadvertently contribute to the restricted mouth opening. We found excellent improvement on adding muscle relaxants to the routine protocol which was not just an objective but also a subjective success."
0,"We assessed the prevention of hepatic fibrogenesis by a herbal medicine Sho-saiko-to or a carotenoid lycopene in Long-Evans rats with cinnamon coat color (LEC rats). LEC rats were divided into three groups: A (n=40), fed on a basal diet (BD); B (n=25), fed on BD plus 1% Sho-saiko-to; and C (n=40), fed on BD plus 0.005% lycopene. All rats were sacrificed at 76 weeks of age. The liver tissues were stained with Azan--Mallory and alpha-smooth muscle actin (alpha-SMA). The malondialdehyde (MDA) in the liver was measured for the assay of lipoperoxides. The percentage of the total area stained was determined morphometrically. The percentage of the total area involved by fibrosis was 1.35plus minus0.56 in group A, 0.72plus minus0.34 in B (P=0.0020, B vs. A) and 0.78plus minus0.75 in C (P=0.0031, C vs. A). The percentage of the total area that was stained for alpha-SMA was 0.61plus minus0.57 in group A, 0.11plus minus0.05 in B (P=0.0017, B vs. A) and 0.12plus minus0.06 in C (P=0.0021, C vs. A). In group B, MDA in the liver was lower than in group C (P=0.009). In group C, the concentration of iron in the liver was lower than in group A (P=0.0059). In conclusion, Sho-saiko-to suppressed fibrogenesis through reduced generation of lipid peroxides. Hepatic fibrogenesis was also suppressed by lycopene. The mechanisms of this preventive effect of fibrogenesis with Sho-saiko-to and lycopene were suggested to inhibit the stellate cell activity."
0,"This study aimed to determine the effects of 4 wk of antioxidants (AOX) supplementation on exercise-induced lipid peroxidation, muscle damage, and inflammation in kayakers."
1,"Subjects (n = 20) were randomly assigned to receive a placebo (PLA) or an AOX capsule (AOX; 272 mg of alpha-tocopherol, 400 mg of vitamin C, 30 mg of beta-carotene, 2 mg of lutein, 400 mug of selenium, 30 mg of zinc, and 600 mg of magnesium). Blood samples were collected at rest and 15 min after a 1000-m kayak race, both before and after the supplementation period, for analysis of alpha-tocopherol, alpha-carotene, beta-carotene, lycopene, lutein plus zeaxanthin, vitamin C, uric acid, total AOX status (TAS), thiobarbituric reactive acid substances (TBARS) and interleukin-6 (IL-6) levels, and creatine kinase (CK), superoxide dismutase (SOD), glutathione reductase (Gr), and glutathione peroxidase (GPx) activities."
2,"With supplementation, plasma alpha-tocopherol (P = 0.003) and beta-carotene (P = 0.007) augmented significantly in the AOX group. IL-6 (exercise, P = 0.039), TBARS (exercise, P < 0.001), and uric acid (exercise, P = 0.032) increased significantly in response to the exercise regardless of treatment group. Cortisol level raised more from pre- to postsupplementation period in the PLA group (time x supplementation, P = 0.002). Although TAS declined after exercise before intervention, it increased above preexercise values after the 4-wk period in the AOX group (supplementation x time x exercise, P = 0.034). CK increased after exercise in both groups (exercise effect, P < 0.001) and decreased from week 0 to week 4 more markedly in the PLA group (supplementation x time, P = 0.049)."
3,AOX supplementation does not offer protection against exercise-induced lipid peroxidation and inflammation and may hinder the recovery of muscle damage.
0,"In this study, the impact of cerium oxide nanoparticles on the nutritional value of tomato (<i>Solanum lycopersicum</i>) fruit grown in soil infested with <i>Fusarium oxysporum</i> f. sp. <i>lycopersici</i> was investigated in a greenhouse pot study. Three-week old seedlings of Bonny Best tomato plants were exposed by foliar and soil routes to nanoparticle CeO<sub>2</sub> (NP CeO<sub>2</sub>) and cerium acetate (CeAc) at 0, 50, and 250 mg/L and transplanted into pots containing a soil mixture infested with the <i>Fusarium</i> wilt pathogen. Fruit biomass, water content, diameter, and nutritional content (lycopene, reducing and total sugar) along with elemental composition, including Ce, were evaluated. Fruit Ce concentration was below the detection limit in all treatments. Foliar exposure to NP CeO<sub>2</sub> at 250 increased the fruit dry weight (67%) and lycopene content (9%) in infested plants, compared with the infested untreated control. Foliar exposure to CeAc at 50 mg/L reduced fruit fresh weight (46%) and water content (46%) and increased the fruit lycopene content by 11% via root exposure as compared with the untreated infested control. At 250 mg/L, CeAc increased fruit dry weight (94%), compared with the infested untreated control. Total sugar content decreased in fruits of infested plants exposed via roots to NP CeO<sub>2</sub> at 50 mg/kg (63%) and 250 mg/kg (54%), CeAc at 50 mg/kg (46%), and foliarly at 50 mg/L (50%) and 250 mg/L (50%), all compared with the infested untreated control. Plants grown in <i>Fusarium</i>-infested soil had decreased fruit dry weight (42%) and lycopene content (17%) and increased total sugar (60%) and Ca content (140%), when compared with the noninfested untreated control (<i>p</i> ≤ 0.05). Overall, the data suggested minimal negative effects of NP CeO<sub>2</sub> on the nutritional value of tomato fruit while simultaneously suppressing <i>Fusarium</i> wilt disease."
0,"Although several micronutrients deficiency were reported to be associated with poor muscle function, however information on sarcopenia patients is still lacking. The aim of this report was to measure some micronutrients blood-based status in sarcopenia patients during both acute illness and recovery."
1,"We assessed nutritional status of randomly selected hospitalised patients using anthropometric, haematological and biochemical data at baseline, 6 weeks and at 6 months. Sarcopenia was diagnosed from low muscle mass and low muscle strength using anthropometric measures based on the European Working Group criteria. Micronutrient status was compared between sarcopenia patients and those without sarcopenia over a 6 months period."
2,"Forty-four out of 432 patients (10%) were diagnosed with sarcopenia on admission. Patients diagnosed with sarcopenia had lower micronutrients concentrations compared to those patients without sarcopenia however, the results were statistically significant only for baseline serum albumin, red cell folate and plasma zinc (p < 0.05). Lycopene, retinol, red cell folate and zinc were also significantly lower in sarcopenia patients at 6 weeks. Sarcopenia patients readmitted to hospital had poor baseline micronutrient status compared with sarcopenia patients stayed in the community during the 6-months follow up period but differences were not statistically significant. Both baseline serum albumin and plasma zinc were significantly higher in sarcopenia patients who were alive compared with those died at 6 months follow up."
3,"Baseline serum albumin and plasma zinc concentrations were lower in patients diagnosed with sarcopenia compared to those without sarcopenia, and also in sarcopenia patients who died compared with those alive at 6 months follow up."
0,"Proliferative vitreoretinopathy (PVR) is characterized by the presence of epiretinal membrane (ERM), which exerts traction and detaches the retina. Epithelial to mesenchymal transition (EMT) of the retinal pigment epithelial (RPE) cells underlies ERM formation. Adjuvant therapies aimed at preventing recurrence of PVR after surgery mostly failed in clinical trials. This study was aimed to evaluate the anti-EMT properties of bio-active compounds epigallocatechin gallate (EGCG), curcumin and lycopene as inhibitors of EMT induced by transforming growth factor beta 1 (TGF-β1) in cultured ARPE-19 cells."
1,"ARPE-19 cells were treated with TGF-β1 alone or co-treated with EGCG (1-50 μM), lycopene (1-10 μM) and curcumin (1-10 μM). The mRNA and protein expression of EMT markers, alpha-smooth muscle actin, vimentin, zonula occludens-1 and matrix metalloproteinase-2 (MMP-2), were assessed by reverse transcription polymerase chain reaction/quantitative polymerase chain reaction and immunofluorescence/enzyme linked immunosorbent assay. Activity of MMP-2 was assessed by zymography. Functional implications of EMT were assessed by proliferation assay (MTT assay) and migration assay (scratch assay). Western-blot for phosphorylated Smad-3 and total Smad-3 was done to delineate the mechanism."
2,"EGCG and curcumin at 10 μM concentration reversed EMT, inhibited proliferation and migration through Smad-3 phosphorylation, when induced by TGF-β1 in ARPE-19 cells. Lycopene did not prevent EMT in ARPE-19 cells."
3,"EGCG and curcumin are potent in preventing EMT induced by TGF-β1 in ARPE-19 cells and therefore, proposed as potential molecules for further pre-clinical evaluation in PVR management."
0,Lower antioxidant serum concentrations have been linked to declines in lean mass and physical function in older adults. Yet population data on the effect of dietary antioxidants on loss of muscle strength and physical function are lacking.
1,"We sought to determine the association of antioxidant intake [vitamin C, vitamin E, and total and individual carotenoids (α-carotene, β-carotene, β-cryptoxanthin, lycopene, and lutein + zeaxanthin)] with annualized change in grip strength and gait speed in adults from the Framingham Offspring study."
2,"This prospective cohort study included participants with a valid FFQ at the index examination and up to 2 prior examinations and at ≥2 measures of primary outcomes: grip strength (n = 2452) and/or gait speed (n = 2422) measured over 3 subsequent examinations. Annualized change in grip strength (kg/y) and change in gait speed (m/s/y) over the follow-up period were used. Linear regression was used to calculate β coefficients and P values, adjusting for covariates."
3,"Mean ± SD age of participants was 61 ± 9 y (range: 33-88 y). Median intakes (IQR, mg/d) of vitamin C, vitamin E, and total carotenoid across available examinations were 209.2 (133.1-394.2), 27.1 (7.4-199.0), and 15.3 (10.4-21.3), respectively. The mean follow-up time was ∼12 ± 2 y (range: 4.5-15.4 y). In the sex-combined sample, higher intakes of total carotenoids, lycopene, and lutein + zeaxanthin were associated with increased annualized change in grip strength [β (SE) per 10-mg higher intake/d, range: 0.0316 (0.0146) to 0.1223 (0.0603) kg/y)]. All antioxidants except for vitamin C were associated with faster gait speed [β (SE) per 10-mg higher intake/d, range: 0.00008 (0.00004) to 0.0187 (0.0081) m/s/y]."
4,Higher antioxidant intake was associated with increase in grip strength and faster gait speed in this cohort of adults. This finding highlights the need for a randomized controlled trial of dietary antioxidants and their effect on muscle strength and physical function.
